run,hop,current_x,event,event_time,raw_delta_x,used_delta_x,next_x
0,565,59318.9,hop_summary,,26.6601,26.6601,59345.6
0,566,59345.6,coalescence,23460.5,,,
0,566,59345.6,hop_summary,,18.3333,18.3333,59363.9
0,567,59363.9,coalescence_fallback,47634.1,,,
0,567,59363.9,hop_summary,,28.7546,28.7546,59392.6
0,568,59392.6,coalescence,14012.3,,,
0,568,59392.6,hop_summary,,16.6407,16.6407,59409.3
0,569,59409.3,coalescence_fallback,39276.9,,,
0,569,59409.3,hop_summary,,97.8609,97.8609,59507.1
0,570,59507.1,coalescence,25342.6,,,
0,570,59507.1,hop_summary,,44.2317,44.2317,59551.4
0,571,59551.4,coalescence_fallback,37516.1,,,
0,571,59551.4,hop_summary,,198.901,198.901,59750.3
0,572,59750.3,coalescence_fallback,47242.6,,,
0,572,59750.3,hop_summary,,87.5384,87.5384,59837.8
0,573,59837.8,coalescence,24716.5,,,
0,573,59837.8,hop_summary,,62.6024,62.6024,59900.4
0,574,59900.4,coalescence,30260.6,,,
0,574,59900.4,hop_summary,,31.2233,31.2233,59931.6
0,575,59931.6,coalescence_fallback,33733.4,,,
0,575,59931.6,hop_summary,,247.87,247.87,60179.5
0,576,60179.5,coalescence_fallback,36877.9,,,
0,576,60179.5,hop_summary,,102.917,102.917,60282.4
0,577,60282.4,coalescence,36748.7,,,
0,577,60282.4,hop_summary,,85.8544,85.8544,60368.3
0,578,60368.3,coalescence_fallback,45810,,,
0,578,60368.3,hop_summary,,129.478,129.478,60497.8
0,579,60497.8,coalescence,34286.7,,,
0,579,60497.8,hop_summary,,180.119,180.119,60677.9
0,580,60677.9,coalescence_fallback,41969.8,,,
0,580,60677.9,hop_summary,,18.1878,18.1878,60696.1
0,581,60696.1,coalescence,17582.8,,,
0,581,60696.1,hop_summary,,6.74945,6.74945,60702.8
0,582,60702.8,coalescence_fallback,83840.8,,,
0,582,60702.8,hop_summary,,6.66193,6.66193,60709.5
0,583,60709.5,coalescence_fallback,107912,,,
0,583,60709.5,hop_summary,,61.0924,61.0924,60770.6
0,584,60770.6,coalescence_fallback,81649.1,,,
0,584,60770.6,hop_summary,,20.0792,20.0792,60790.6
0,585,60790.6,coalescence,36008.7,,,
0,585,60790.6,hop_summary,,50.7085,50.7085,60841.4
0,586,60841.4,coalescence_fallback,46352,,,
0,586,60841.4,hop_summary,,68.5092,68.5092,60909.9
0,587,60909.9,coalescence_fallback,45067.3,,,
0,587,60909.9,hop_summary,,226.526,226.526,61136.4
0,588,61136.4,coalescence,31280.8,,,
0,588,61136.4,hop_summary,,9.63576,9.63576,61146
0,589,61146,coalescence_fallback,40318.8,,,
0,589,61146,hop_summary,,13.6271,13.6271,61159.7
0,590,61159.7,coalescence_fallback,45047.8,,,
0,590,61159.7,hop_summary,,53.1504,53.1504,61212.8
0,591,61212.8,coalescence,29572.8,,,
0,591,61212.8,hop_summary,,7.20258,7.20258,61220
0,592,61220,coalescence,29480.2,,,
0,592,61220,hop_summary,,32.7397,32.7397,61252.7
0,593,61252.7,coalescence_fallback,44354.4,,,
0,593,61252.7,hop_summary,,17.3166,17.3166,61270.1
0,594,61270.1,coalescence_fallback,44849.3,,,
0,594,61270.1,hop_summary,,76.0202,76.0202,61346.1
0,595,61346.1,coalescence,40278.4,,,
0,595,61346.1,hop_summary,,23.2244,23.2244,61369.3
0,596,61369.3,coalescence,27498,,,
0,596,61369.3,hop_summary,,40.5615,40.5615,61409.9
0,597,61409.9,coalescence,14537.4,,,
0,597,61409.9,hop_summary,,39.7523,39.7523,61449.6
0,598,61449.6,coalescence_fallback,35646,,,
0,598,61449.6,hop_summary,,117.249,117.249,61566.9
0,599,61566.9,coalescence,23044.9,,,
0,599,61566.9,hop_summary,,91.0012,91.0012,61657.9
0,600,61657.9,coalescence,27762.4,,,
0,600,61657.9,hop_summary,,6.85613,6.85613,61664.7
0,601,61664.7,coalescence_fallback,44929.7,,,
0,601,61664.7,hop_summary,,90.4358,90.4358,61755.2
0,602,61755.2,coalescence,31668.9,,,
0,602,61755.2,hop_summary,,14.3377,14.3377,61769.5
0,603,61769.5,coalescence_fallback,46169.8,,,
0,603,61769.5,hop_summary,,60.5749,60.5749,61830.1
0,604,61830.1,coalescence_fallback,93190.4,,,
0,604,61830.1,hop_summary,,2.49156,2.49156,61832.6
0,605,61832.6,coalescence_fallback,81285.4,,,
0,605,61832.6,hop_summary,,8.50369,8.50369,61841.1
0,606,61841.1,coalescence,77422.5,,,
0,606,61841.1,hop_summary,,51.4814,51.4814,61892.6
0,607,61892.6,coalescence_fallback,87905.2,,,
0,607,61892.6,hop_summary,,239.52,239.52,62132.1
0,608,62132.1,coalescence,58429.5,,,
0,608,62132.1,hop_summary,,17.7339,17.7339,62149.8
0,609,62149.8,coalescence_fallback,104724,,,
0,609,62149.8,hop_summary,,61.362,61.362,62211.2
0,610,62211.2,coalescence,67040.9,,,
0,610,62211.2,hop_summary,,4.50112,4.50112,62215.7
0,611,62215.7,coalescence_fallback,99155.6,,,
0,611,62215.7,hop_summary,,0.879167,0.879167,62216.5
0,612,62216.5,coalescence,73842.5,,,
0,612,62216.5,hop_summary,,12.29,12.29,62228.8
0,613,62228.8,coalescence,50998.5,,,
0,613,62228.8,hop_summary,,17.6916,17.6916,62246.5
0,614,62246.5,coalescence_fallback,118826,,,
0,614,62246.5,hop_summary,,10.561,10.561,62257.1
0,615,62257.1,coalescence,35234.2,,,
0,615,62257.1,hop_summary,,22.5486,22.5486,62279.6
0,616,62279.6,coalescence_fallback,119334,,,
0,616,62279.6,hop_summary,,4.21347,4.21347,62283.9
0,617,62283.9,coalescence,72529,,,
0,617,62283.9,hop_summary,,1.0004,1.0004,62284.9
0,618,62284.9,coalescence_fallback,49122.2,,,
0,618,62284.9,hop_summary,,210.379,210.379,62495.2
0,619,62495.2,coalescence_fallback,55445,,,
0,619,62495.2,hop_summary,,10.8092,10.8092,62506
0,620,62506,coalescence,26627.7,,,
0,620,62506,hop_summary,,7.47378,7.47378,62513.5
0,621,62513.5,coalescence_fallback,72619.3,,,
0,621,62513.5,hop_summary,,24.7965,24.7965,62538.3
0,622,62538.3,coalescence,53116.8,,,
0,622,62538.3,hop_summary,,12.0489,12.0489,62550.4
0,623,62550.4,coalescence,49618.3,,,
0,623,62550.4,hop_summary,,1.69192,1.69192,62552.1
0,624,62552.1,coalescence,37267.7,,,
0,624,62552.1,hop_summary,,16.5692,16.5692,62568.6
0,625,62568.6,coalescence_fallback,61707.5,,,
0,625,62568.6,hop_summary,,61.6369,61.6369,62630.3
0,626,62630.3,coalescence,21612.9,,,
0,626,62630.3,hop_summary,,0.186532,0.186532,62630.4
0,627,62630.4,coalescence_fallback,28282.2,,,
0,627,62630.4,hop_summary,,31.1821,31.1821,62661.6
0,628,62661.6,coalescence_fallback,30637.4,,,
0,628,62661.6,hop_summary,,36.8989,36.8989,62698.5
0,629,62698.5,coalescence_fallback,171105,,,
0,629,62698.5,hop_summary,,115.447,115.447,62814
0,630,62814,coalescence_fallback,176269,,,
0,630,62814,hop_summary,,0.187846,0.187846,62814.2
0,631,62814.2,coalescence_fallback,264894,,,
0,631,62814.2,hop_summary,,47.0527,47.0527,62861.2
0,632,62861.2,coalescence_fallback,227305,,,
0,632,62861.2,hop_summary,,3.58858,3.58858,62864.8
0,633,62864.8,coalescence,59640.4,,,
0,633,62864.8,hop_summary,,14.7043,14.7043,62879.5
0,634,62879.5,coalescence_fallback,143290,,,
0,634,62879.5,hop_summary,,28.1032,28.1032,62907.6
0,635,62907.6,coalescence_fallback,130211,,,
0,635,62907.6,hop_summary,,58.2914,58.2914,62965.9
0,636,62965.9,coalescence,108016,,,
0,636,62965.9,hop_summary,,43.8662,43.8662,63009.8
0,637,63009.8,coalescence_fallback,48686.9,,,
0,637,63009.8,hop_summary,,36.3662,36.3662,63046.1
0,638,63046.1,coalescence,12390.8,,,
0,638,63046.1,hop_summary,,14.6018,14.6018,63060.7
0,639,63060.7,coalescence_fallback,55392.4,,,
0,639,63060.7,hop_summary,,45.7281,45.7281,63106.5
0,640,63106.5,coalescence_fallback,73337.3,,,
0,640,63106.5,hop_summary,,2.54749,2.54749,63109
0,641,63109,coalescence_fallback,93110.2,,,
0,641,63109,hop_summary,,9.94919,9.94919,63119
0,642,63119,coalescence,49062.9,,,
0,642,63119,hop_summary,,6.05091,6.05091,63125
0,643,63125,coalescence_fallback,52266.5,,,
0,643,63125,hop_summary,,58.3774,58.3774,63183.4
0,644,63183.4,coalescence,34824.6,,,
0,644,63183.4,hop_summary,,55.0228,55.0228,63238.4
0,645,63238.4,coalescence_fallback,53692.4,,,
0,645,63238.4,hop_summary,,80.4821,80.4821,63318.9
0,646,63318.9,coalescence_fallback,97042.1,,,
0,646,63318.9,hop_summary,,31.3152,31.3152,63350.2
0,647,63350.2,coalescence,30863.6,,,
0,647,63350.2,hop_summary,,39.3704,39.3704,63389.6
0,648,63389.6,coalescence_fallback,27267,,,
0,648,63389.6,hop_summary,,24.4451,24.4451,63414
0,649,63414,coalescence_fallback,86201.9,,,
0,649,63414,hop_summary,,118.026,118.026,63532.1
0,650,63532.1,coalescence,30369.6,,,
0,650,63532.1,hop_summary,,14.255,14.255,63546.3
0,651,63546.3,coalescence_fallback,79067.3,,,
0,651,63546.3,hop_summary,,13.083,13.083,63559.4
0,652,63559.4,coalescence,56106.9,,,
0,652,63559.4,hop_summary,,27.0002,27.0002,63586.4
0,653,63586.4,coalescence_fallback,53713.6,,,
0,653,63586.4,hop_summary,,18.454,18.454,63604.8
0,654,63604.8,coalescence,42534.5,,,
0,654,63604.8,hop_summary,,21.6451,21.6451,63626.5
0,655,63626.5,coalescence_fallback,113781,,,
0,655,63626.5,hop_summary,,72.2902,72.2902,63698.8
0,656,63698.8,coalescence_fallback,87593.8,,,
0,656,63698.8,hop_summary,,11.9718,11.9718,63710.8
0,657,63710.8,coalescence_fallback,104235,,,
0,657,63710.8,hop_summary,,1.63474,1.63474,63712.4
0,658,63712.4,coalescence,46229.2,,,
0,658,63712.4,hop_summary,,28.1893,28.1893,63740.6
0,659,63740.6,coalescence,46771.5,,,
0,659,63740.6,hop_summary,,65.8158,65.8158,63806.4
0,660,63806.4,coalescence_fallback,114825,,,
0,660,63806.4,hop_summary,,3.66373,3.66373,63810.1
0,661,63810.1,coalescence_fallback,111434,,,
0,661,63810.1,hop_summary,,3.1696,3.1696,63813.2
0,662,63813.2,coalescence_fallback,87645.2,,,
0,662,63813.2,hop_summary,,44.8563,44.8563,63858.1
0,663,63858.1,coalescence_fallback,85046.8,,,
0,663,63858.1,hop_summary,,19.7918,19.7918,63877.9
0,664,63877.9,coalescence,52054.1,,,
0,664,63877.9,hop_summary,,2.10913,2.10913,63880
0,665,63880,coalescence,36956.4,,,
0,665,63880,hop_summary,,33.1678,33.1678,63913.1
0,666,63913.1,coalescence,28781.8,,,
0,666,63913.1,hop_summary,,34.2656,34.2656,63947.4
0,667,63947.4,coalescence,26273.8,,,
0,667,63947.4,hop_summary,,142.898,142.898,64090.3
0,668,64090.3,coalescence_fallback,40766.8,,,
0,668,64090.3,hop_summary,,14.5803,14.5803,64104.9
0,669,64104.9,coalescence,25403.2,,,
0,669,64104.9,hop_summary,,61.7899,61.7899,64166.7
0,670,64166.7,coalescence,30298.3,,,
0,670,64166.7,hop_summary,,369.567,369.567,64536.2
0,671,64536.2,coalescence_fallback,57427.7,,,
0,671,64536.2,hop_summary,,30.5531,30.5531,64566.8
0,672,64566.8,coalescence_fallback,94445,,,
0,672,64566.8,hop_summary,,95.4515,95.4515,64662.3
0,673,64662.3,coalescence,19704.4,,,
0,673,64662.3,hop_summary,,43.1002,43.1002,64705.4
0,674,64705.4,coalescence_fallback,83792.4,,,
0,674,64705.4,hop_summary,,14.35,14.35,64719.7
0,675,64719.7,coalescence_fallback,79583.8,,,
0,675,64719.7,hop_summary,,93.6472,93.6472,64813.4
0,676,64813.4,coalescence,17693,,,
0,676,64813.4,hop_summary,,5.33512,5.33512,64818.7
0,677,64818.7,coalescence_fallback,103290,,,
0,677,64818.7,hop_summary,,4.17107,4.17107,64822.9
0,678,64822.9,coalescence,49535.5,,,
0,678,64822.9,hop_summary,,36.2162,36.2162,64859.1
0,679,64859.1,coalescence_fallback,34880.5,,,
0,679,64859.1,hop_summary,,151.329,151.329,65010.4
0,680,65010.4,coalescence_fallback,39925.1,,,
0,680,65010.4,hop_summary,,55.3996,55.3996,65065.8
0,681,65065.8,coalescence,27050.1,,,
0,681,65065.8,hop_summary,,16.6347,16.6347,65082.4
0,682,65082.4,coalescence_fallback,24032.3,,,
0,682,65082.4,hop_summary,,316.163,316.163,65398.6
0,683,65398.6,coalescence,18047.2,,,
0,683,65398.6,hop_summary,,194.296,194.296,65592.9
0,684,65592.9,coalescence_fallback,20119.4,,,
0,684,65592.9,hop_summary,,312.107,312.107,65905
0,685,65905,coalescence_fallback,19887.5,,,
0,685,65905,hop_summary,,562.256,562.256,66467.3
0,686,66467.3,coalescence,16855,,,
0,686,66467.3,hop_summary,,222.04,222.04,66689.3
0,687,66689.3,coalescence_fallback,46069.3,,,
0,687,66689.3,hop_summary,,48.5613,48.5613,66737.9
0,688,66737.9,coalescence_fallback,23739.9,,,
0,688,66737.9,hop_summary,,64.9994,64.9994,66802.9
0,689,66802.9,coalescence_fallback,36332.3,,,
0,689,66802.9,hop_summary,,8.90805,8.90805,66811.8
0,690,66811.8,coalescence_fallback,44784,,,
0,690,66811.8,hop_summary,,162.028,162.028,66973.8
0,691,66973.8,coalescence_fallback,44484.4,,,
0,691,66973.8,hop_summary,,136.464,136.464,67110.3
0,692,67110.3,coalescence_fallback,68517.2,,,
0,692,67110.3,hop_summary,,168.043,168.043,67278.3
0,693,67278.3,coalescence,12623.9,,,
0,693,67278.3,hop_summary,,46.6129,46.6129,67324.9
0,694,67324.9,coalescence_fallback,69786.2,,,
0,694,67324.9,hop_summary,,11.9431,11.9431,67336.9
0,695,67336.9,coalescence,15039.3,,,
0,695,67336.9,hop_summary,,131.29,131.29,67468.1
0,696,67468.1,coalescence_fallback,75375.2,,,
0,696,67468.1,hop_summary,,0.528946,0.528946,67468.7
0,697,67468.7,coalescence_fallback,75275.7,,,
0,697,67468.7,hop_summary,,24.826,24.826,67493.5
0,698,67493.5,coalescence_fallback,74171.3,,,
0,698,67493.5,hop_summary,,113.728,113.728,67607.2
0,699,67607.2,coalescence,51201.3,,,
0,699,67607.2,hop_summary,,18.9563,18.9563,67626.2
0,700,67626.2,coalescence,39423.4,,,
0,700,67626.2,hop_summary,,79.6518,79.6518,67705.8
0,701,67705.8,coalescence_fallback,43485.3,,,
0,701,67705.8,hop_summary,,99.7616,99.7616,67805.6
0,702,67805.6,coalescence_fallback,55516.9,,,
0,702,67805.6,hop_summary,,81.5081,81.5081,67887.1
0,703,67887.1,coalescence_fallback,76567.7,,,
0,703,67887.1,hop_summary,,32.2384,32.2384,67919.3
0,704,67919.3,coalescence,23350.4,,,
0,704,67919.3,hop_summary,,10.7378,10.7378,67930.1
0,705,67930.1,coalescence_fallback,35387,,,
0,705,67930.1,hop_summary,,21.5485,21.5485,67951.6
0,706,67951.6,coalescence_fallback,44163,,,
0,706,67951.6,hop_summary,,1.9217,1.9217,67953.6
0,707,67953.6,coalescence,19165.8,,,
0,707,67953.6,hop_summary,,15.024,15.024,67968.6
0,708,67968.6,coalescence,15793.2,,,
0,708,67968.6,hop_summary,,113.851,113.851,68082.4
0,709,68082.4,coalescence_fallback,32956,,,
0,709,68082.4,hop_summary,,281.218,281.218,68363.6
0,710,68363.6,coalescence_fallback,37335.5,,,
0,710,68363.6,hop_summary,,340.05,340.05,68703.7
0,711,68703.7,coalescence_fallback,35047.4,,,
0,711,68703.7,hop_summary,,52.9706,52.9706,68756.7
0,712,68756.7,coalescence_fallback,39798.4,,,
0,712,68756.7,hop_summary,,11.9192,11.9192,68768.6
0,713,68768.6,coalescence,24520.2,,,
0,713,68768.6,hop_summary,,12.43,12.43,68781
0,714,68781,coalescence,19234.9,,,
0,714,68781,hop_summary,,78.8871,78.8871,68859.9
0,715,68859.9,coalescence,15253.4,,,
0,715,68859.9,hop_summary,,82.9158,82.9158,68942.8
0,716,68942.8,coalescence_fallback,26679.7,,,
0,716,68942.8,hop_summary,,198.128,198.128,69140.9
0,717,69140.9,coalescence_fallback,46699.9,,,
0,717,69140.9,hop_summary,,37.4104,37.4104,69178.4
0,718,69178.4,coalescence,15218.8,,,
0,718,69178.4,hop_summary,,113.461,113.461,69291.8
0,719,69291.8,coalescence_fallback,30370.4,,,
0,719,69291.8,hop_summary,,71.9152,71.9152,69363.7
0,720,69363.7,coalescence,12666.6,,,
0,720,69363.7,hop_summary,,43.6334,43.6334,69407.4
0,721,69407.4,coalescence_fallback,67658.6,,,
0,721,69407.4,hop_summary,,52.612,52.612,69460
0,722,69460,coalescence_fallback,58860.6,,,
0,722,69460,hop_summary,,0.893679,0.893679,69460.9
0,723,69460.9,coalescence_fallback,56689.4,,,
0,723,69460.9,hop_summary,,65.0109,65.0109,69525.9
0,724,69525.9,coalescence_fallback,146582,,,
0,724,69525.9,hop_summary,,21.0146,21.0146,69546.9
0,725,69546.9,coalescence,28952,,,
0,725,69546.9,hop_summary,,19.57,19.57,69566.5
0,726,69566.5,coalescence_fallback,31181,,,
0,726,69566.5,hop_summary,,34.9136,34.9136,69601.4
0,727,69601.4,coalescence_fallback,52003.5,,,
0,727,69601.4,hop_summary,,26.0191,26.0191,69627.4
0,728,69627.4,coalescence_fallback,43847.2,,,
0,728,69627.4,hop_summary,,45.5954,45.5954,69673
0,729,69673,coalescence_fallback,50318.8,,,
0,729,69673,hop_summary,,4.24534,4.24534,69677.2
0,730,69677.2,coalescence,20263.9,,,
0,730,69677.2,hop_summary,,191.487,191.487,69868.7
0,731,69868.7,coalescence_fallback,50953.1,,,
0,731,69868.7,hop_summary,,10.0211,10.0211,69878.8
0,732,69878.8,coalescence_fallback,51778.7,,,
0,732,69878.8,hop_summary,,3.48026,3.48026,69882.2
0,733,69882.2,coalescence,47190.7,,,
0,733,69882.2,hop_summary,,34.1754,34.1754,69916.4
0,734,69916.4,coalescence,35784.1,,,
0,734,69916.4,hop_summary,,23.0325,23.0325,69939.4
0,735,69939.4,coalescence,39683.3,,,
0,735,69939.4,hop_summary,,30.3453,30.3453,69969.8
0,736,69969.8,coalescence,48107.3,,,
0,736,69969.8,hop_summary,,40.8419,40.8419,70010.6
0,737,70010.6,coalescence,29719.7,,,
0,737,70010.6,hop_summary,,231.871,231.871,70242.5
0,738,70242.5,coalescence_fallback,83588.4,,,
0,738,70242.5,hop_summary,,101.224,101.224,70343.7
0,739,70343.7,coalescence_fallback,68354.3,,,
0,739,70343.7,hop_summary,,12.3554,12.3554,70356.1
0,740,70356.1,coalescence,45561,,,
0,740,70356.1,hop_summary,,66.396,66.396,70422.5
0,741,70422.5,coalescence,26657.1,,,
0,741,70422.5,hop_summary,,6.99199,6.99199,70429.5
0,742,70429.5,coalescence_fallback,51018.2,,,
0,742,70429.5,hop_summary,,71.2988,71.2988,70500.8
0,743,70500.8,coalescence,25120.4,,,
0,743,70500.8,hop_summary,,58.7874,58.7874,70559.6
0,744,70559.6,coalescence,10450.2,,,
0,744,70559.6,hop_summary,,63.8237,63.8237,70623.4
0,745,70623.4,coalescence_fallback,26503,,,
0,745,70623.4,hop_summary,,13.437,13.437,70636.8
0,746,70636.8,coalescence_fallback,24750,,,
0,746,70636.8,hop_summary,,36.2058,36.2058,70673
0,747,70673,coalescence_fallback,25923.3,,,
0,747,70673,hop_summary,,175.961,175.961,70849
0,748,70849,coalescence_fallback,32900.7,,,
0,748,70849,hop_summary,,328.843,328.843,71177.8
0,749,71177.8,coalescence,14062.3,,,
0,749,71177.8,hop_summary,,162.948,162.948,71340.8
0,750,71340.8,coalescence_fallback,64732.8,,,
0,750,71340.8,hop_summary,,528.319,528.319,71869.1
0,751,71869.1,coalescence_fallback,52342.7,,,
0,751,71869.1,hop_summary,,2.65559,2.65559,71871.7
0,752,71871.7,coalescence_fallback,84976.1,,,
0,752,71871.7,hop_summary,,4.24814,4.24814,71876
0,753,71876,coalescence_fallback,80391.2,,,
0,753,71876,hop_summary,,23.9423,23.9423,71899.9
0,754,71899.9,coalescence_fallback,74864.5,,,
0,754,71899.9,hop_summary,,47.8488,47.8488,71947.8
0,755,71947.8,coalescence,18558.3,,,
0,755,71947.8,hop_summary,,69.5697,69.5697,72017.4
0,756,72017.4,coalescence,43980.1,,,
0,756,72017.4,hop_summary,,4.99073,4.99073,72022.3
0,757,72022.3,coalescence,24293.4,,,
0,757,72022.3,hop_summary,,48.0997,48.0997,72070.4
0,758,72070.4,coalescence_fallback,99715.1,,,
0,758,72070.4,hop_summary,,27.042,27.042,72097.5
0,759,72097.5,coalescence,62684.9,,,
0,759,72097.5,hop_summary,,42.4078,42.4078,72139.9
0,760,72139.9,coalescence,51390,,,
0,760,72139.9,hop_summary,,5.09256,5.09256,72145
0,761,72145,coalescence_fallback,68409.3,,,
0,761,72145,hop_summary,,41.3993,41.3993,72186.4
0,762,72186.4,coalescence,18650.9,,,
0,762,72186.4,hop_summary,,55.2199,55.2199,72241.6
0,763,72241.6,coalescence_fallback,88644.7,,,
0,763,72241.6,hop_summary,,24.9384,24.9384,72266.5
0,764,72266.5,coalescence,36526.1,,,
0,764,72266.5,hop_summary,,42.0229,42.0229,72308.6
0,765,72308.6,coalescence_fallback,39193.7,,,
0,765,72308.6,hop_summary,,43.4716,43.4716,72352
0,766,72352,coalescence_fallback,42001.7,,,
0,766,72352,hop_summary,,265.384,265.384,72617.4
0,767,72617.4,coalescence_fallback,42419,,,
0,767,72617.4,hop_summary,,69.0093,69.0093,72686.4
0,768,72686.4,coalescence_fallback,44603.6,,,
0,768,72686.4,hop_summary,,7.06051,7.06051,72693.5
0,769,72693.5,coalescence_fallback,37996.7,,,
0,769,72693.5,hop_summary,,72.7166,72.7166,72766.2
0,770,72766.2,coalescence_fallback,53434.5,,,
0,770,72766.2,hop_summary,,88.0075,88.0075,72854.2
0,771,72854.2,coalescence_fallback,84797.9,,,
0,771,72854.2,hop_summary,,14.3259,14.3259,72868.5
0,772,72868.5,coalescence_fallback,76151.1,,,
0,772,72868.5,hop_summary,,130.73,130.73,72999.3
0,773,72999.3,coalescence_fallback,73254.2,,,
0,773,72999.3,hop_summary,,9.87658,9.87658,73009.1
0,774,73009.1,coalescence_fallback,81821.6,,,
0,774,73009.1,hop_summary,,23.3184,23.3184,73032.5
0,775,73032.5,coalescence,59148.4,,,
0,775,73032.5,hop_summary,,48.6164,48.6164,73081.1
0,776,73081.1,coalescence,53487.9,,,
0,776,73081.1,hop_summary,,92.9988,92.9988,73174.1
0,777,73174.1,coalescence,40875.1,,,
0,777,73174.1,hop_summary,,10.8785,10.8785,73185
0,778,73185,coalescence_fallback,45332.4,,,
0,778,73185,hop_summary,,6.93892,6.93892,73191.9
0,779,73191.9,coalescence_fallback,74782.7,,,
0,779,73191.9,hop_summary,,12.168,12.168,73204.1
0,780,73204.1,coalescence_fallback,53026.8,,,
0,780,73204.1,hop_summary,,27.4951,27.4951,73231.6
0,781,73231.6,coalescence_fallback,81626.8,,,
0,781,73231.6,hop_summary,,68.8688,68.8688,73300.4
0,782,73300.4,coalescence_fallback,83619.2,,,
0,782,73300.4,hop_summary,,42.6703,42.6703,73343.1
0,783,73343.1,coalescence_fallback,84434.1,,,
0,783,73343.1,hop_summary,,32.0947,32.0947,73375.2
0,784,73375.2,coalescence,49799.1,,,
0,784,73375.2,hop_summary,,34.6052,34.6052,73409.8
0,785,73409.8,coalescence,17209.7,,,
0,785,73409.8,hop_summary,,25.2629,25.2629,73435.1
0,786,73435.1,coalescence_fallback,72113.8,,,
0,786,73435.1,hop_summary,,49.256,49.256,73484.3
0,787,73484.3,coalescence,22226.9,,,
0,787,73484.3,hop_summary,,40.8738,40.8738,73525.2
0,788,73525.2,coalescence,59003.7,,,
0,788,73525.2,hop_summary,,10.6779,10.6779,73535.9
0,789,73535.9,coalescence,46738.3,,,
0,789,73535.9,hop_summary,,2.18622,2.18622,73538.1
0,790,73538.1,coalescence,31201.9,,,
0,790,73538.1,hop_summary,,24.9551,24.9551,73563
0,791,73563,coalescence_fallback,55895.1,,,
0,791,73563,hop_summary,,62.8294,62.8294,73625.8
0,792,73625.8,coalescence_fallback,55960.9,,,
0,792,73625.8,hop_summary,,21.9976,21.9976,73647.8
0,793,73647.8,coalescence_fallback,78839.2,,,
0,793,73647.8,hop_summary,,24.4295,24.4295,73672.3
0,794,73672.3,coalescence_fallback,73949.9,,,
0,794,73672.3,hop_summary,,67.8765,67.8765,73740.1
0,795,73740.1,coalescence,34450.7,,,
0,795,73740.1,hop_summary,,17.3533,17.3533,73757.5
0,796,73757.5,coalescence,29293.8,,,
0,796,73757.5,hop_summary,,23.9782,23.9782,73781.5
0,797,73781.5,coalescence,23013.1,,,
0,797,73781.5,hop_summary,,87.4921,87.4921,73869
0,798,73869,coalescence_fallback,30019.9,,,
0,798,73869,hop_summary,,65.468,65.468,73934.4
0,799,73934.4,coalescence_fallback,40820.1,,,
0,799,73934.4,hop_summary,,10.4546,10.4546,73944.9
0,800,73944.9,coalescence_fallback,54367.8,,,
0,800,73944.9,hop_summary,,94.0702,94.0702,74039
0,801,74039,coalescence,15292.9,,,
0,801,74039,hop_summary,,9.09982,9.09982,74048.1
0,802,74048.1,coalescence_fallback,64594.2,,,
0,802,74048.1,hop_summary,,11.9733,11.9733,74060
0,803,74060,coalescence_fallback,66486.4,,,
0,803,74060,hop_summary,,16.5038,16.5038,74076.5
0,804,74076.5,coalescence,58342.1,,,
0,804,74076.5,hop_summary,,3.48077,3.48077,74080
0,805,74080,coalescence_fallback,79073.7,,,
0,805,74080,hop_summary,,14.5321,14.5321,74094.6
0,806,74094.6,coalescence_fallback,77958.5,,,
0,806,74094.6,hop_summary,,1.40465,1.40465,74096
0,807,74096,coalescence_fallback,61511,,,
0,807,74096,hop_summary,,10.0894,10.0894,74106
0,808,74106,coalescence,14063.6,,,
0,808,74106,hop_summary,,106.273,106.273,74212.3
0,809,74212.3,coalescence_fallback,32940.2,,,
0,809,74212.3,hop_summary,,285.205,285.205,74497.5
0,810,74497.5,coalescence_fallback,25496.2,,,
0,810,74497.5,hop_summary,,376.783,376.783,74874.3
0,811,74874.3,coalescence_fallback,67552.5,,,
0,811,74874.3,hop_summary,,10.5039,10.5039,74884.8
0,812,74884.8,coalescence_fallback,29505.9,,,
0,812,74884.8,hop_summary,,5.16172,5.16172,74890
0,813,74890,coalescence_fallback,68407.5,,,
0,813,74890,hop_summary,,160.471,160.471,75050.4
0,814,75050.4,coalescence_fallback,51976,,,
0,814,75050.4,hop_summary,,219.272,219.272,75269.7
0,815,75269.7,coalescence,30212.9,,,
0,815,75269.7,hop_summary,,14.1198,14.1198,75283.8
0,816,75283.8,coalescence_fallback,36441.2,,,
0,816,75283.8,hop_summary,,261.366,261.366,75545.2
0,817,75545.2,coalescence_fallback,38209.6,,,
0,817,75545.2,hop_summary,,30.2464,30.2464,75575.5
0,818,75575.5,coalescence_fallback,44018.4,,,
0,818,75575.5,hop_summary,,62.7498,62.7498,75638.2
0,819,75638.2,coalescence_fallback,36390.5,,,
0,819,75638.2,hop_summary,,7.18642,7.18642,75645.4
0,820,75645.4,coalescence,25693.7,,,
0,820,75645.4,hop_summary,,219.561,219.561,75864.9
0,821,75864.9,coalescence_fallback,42907.8,,,
0,821,75864.9,hop_summary,,244.599,244.599,76109.5
0,822,76109.5,coalescence_fallback,35587.7,,,
0,822,76109.5,hop_summary,,2.85981,2.85981,76112.4
0,823,76112.4,coalescence,35285.2,,,
0,823,76112.4,hop_summary,,1.94274,1.94274,76114.3
